站次,站名_链接,站名,到达时间,开车时间,停留,天数,运行时间,里程,二等_一等座,硬卧上_中_下,软卧上_下
14,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,18:18,终点站,0分钟,1,7小时42分,1283,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,始发站,10:36,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BD%AD%BF%DA,南江口站,11:39,11:41,2分钟,1,1小时3分,176,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%D3%F4%C4%CF,郁南站,11:55,11:57,2分钟,1,1小时19分,215,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,12:09,12:12,3分钟,1,1小时33分,246,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F0%C6%BD,桂平站,12:48,12:50,2分钟,1,2小时12分,365,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F3%B8%DB,贵港站,13:09,13:11,2分钟,1,2小时33分,423,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,13:54,14:02,8分钟,1,3小时18分,563,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,14:13,14:17,4分钟,1,3小时37分,574,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,14:54,14:58,4分钟,1,4小时18分,682,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EF%B6%AB%B1%B1,田东北站,15:18,15:22,4分钟,1,4小时42分,742,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,15:44,15:48,4分钟,1,5小时8分,797,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%C4%CF%CF%D8,广南县站,16:44,16:47,3分钟,1,6小时8分,988,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%D5%DF%BA%DA,普者黑站,17:15,17:19,4分钟,1,6小时39分,1080,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,18:18,终点站,0分钟,1,7小时42分,1283,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,始发站,11:20,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,11:38,11:40,2分钟,1,18分,49,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%D6%E9%C1%D5,珠琳站,12:35,12:38,3分钟,1,1小时15分,250,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%C4%CF%CF%D8,广南县站,12:55,12:57,2分钟,1,1小时35分,295,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,13:19,13:21,2分钟,1,1小时59分,366,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,13:59,14:03,4分钟,1,2小时39分,486,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EF%D1%F4,田阳站,14:17,14:21,4分钟,1,2小时57分,517,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,14:47,14:51,4分钟,1,3小时27分,601,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C2%A1%B0%B2%B6%AB,隆安东站,15:01,15:03,2分钟,1,3小时41分,626,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,15:35,15:40,5分钟,1,4小时15分,709,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,15:51,15:55,4分钟,1,4小时31分,720,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F3%B8%DB,贵港站,16:36,16:38,2分钟,1,5小时16分,860,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%C4%CF%C4%CF,平南南站,17:07,17:09,2分钟,1,5小时47分,953,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,17:36,17:39,3分钟,1,6小时16分,1037,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%D3%F4%C4%CF,郁南站,17:53,17:55,2分钟,1,6小时33分,1068,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%D4%C6%B8%A1%B6%AB,云浮东站,18:19,18:21,2分钟,1,6小时59分,1145,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,18:41,18:43,2分钟,1,7小时21分,1207,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,19:04,19:06,2分钟,1,7小时44分,1250,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,19:26,终点站,0分钟,1,8小时6分,1283,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,始发站,12:11,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,12:29,12:31,2分钟,1,18分,49,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%D5%DF%BA%DA,普者黑站,13:15,13:19,4分钟,1,1小时4分,203,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%D6%E9%C1%D5,珠琳站,13:35,13:37,2分钟,1,1小时24分,250,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%C4%CF%CF%D8,广南县站,13:54,13:56,2分钟,1,1小时43分,295,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,14:18,14:20,2分钟,1,2小时7分,366,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,14:58,15:02,4分钟,1,2小时47分,486,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,15:38,15:42,4分钟,1,3小时27分,601,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C2%A1%B0%B2%B6%AB,隆安东站,15:52,15:54,2分钟,1,3小时41分,626,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,16:26,16:30,4分钟,1,4小时15分,709,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,16:41,16:47,6分钟,1,4小时30分,720,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%C4%CF%C4%CF,平南南站,17:53,17:55,2分钟,1,5小时42分,953,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%CC%D9%CF%D8,藤县站,18:14,18:16,2分钟,1,6小时3分,1012,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,18:28,18:31,3分钟,1,6小时17分,1037,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,19:20,19:22,2分钟,1,7小时9分,1207,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C8%FD%CB%AE%C4%CF,三水南站,19:35,19:37,2分钟,1,7小时24分,1232,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,19:49,19:57,8分钟,1,7小时38分,1250,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,20:17,终点站,0分钟,1,8小时6分,1283,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,始发站,11:06,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,11:25,11:27,2分钟,1,19分,33,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,11:48,11:50,2分钟,1,42分,76,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,12:39,12:42,3分钟,1,1小时33分,246,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F0%C6%BD,桂平站,13:18,13:20,2分钟,1,2小时12分,365,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B1%F6%D1%F4,宾阳站,13:56,13:58,2分钟,1,2小时50分,563,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,14:24,14:28,4分钟,1,3小时18分,563,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,14:39,14:43,4分钟,1,3小时33分,574,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,15:20,15:24,4分钟,1,4小时14分,682,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EF%B6%AB%B1%B1,田东北站,15:44,15:48,4分钟,1,4小时38分,742,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,16:10,16:14,4分钟,1,5小时4分,797,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,16:53,16:56,3分钟,1,5小时47分,917,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%D6%E9%C1%D5,珠琳站,17:31,17:34,3分钟,1,6小时25分,1033,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%C3%D6%C0%D5,弥勒站,18:19,18:22,3分钟,1,7小时13分,1191,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,18:39,18:42,3分钟,1,7小时33分,1234,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,19:01,终点站,0分钟,1,7小时55分,1283,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,始发站,11:06,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,11:25,11:27,2分钟,1,19分,33,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,11:48,11:50,2分钟,1,42分,76,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,12:39,12:42,3分钟,1,1小时33分,246,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F0%C6%BD,桂平站,13:18,13:20,2分钟,1,2小时12分,365,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B1%F6%D1%F4,宾阳站,13:56,13:58,2分钟,1,2小时50分,563,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,14:24,14:28,4分钟,1,3小时18分,563,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,14:39,14:43,4分钟,1,3小时33分,574,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,15:20,15:24,4分钟,1,4小时14分,682,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EF%B6%AB%B1%B1,田东北站,15:44,15:48,4分钟,1,4小时38分,742,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,16:10,16:14,4分钟,1,5小时4分,797,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,16:53,16:56,3分钟,1,5小时47分,917,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%D6%E9%C1%D5,珠琳站,17:31,17:34,3分钟,1,6小时25分,1033,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%C3%D6%C0%D5,弥勒站,18:19,18:22,3分钟,1,7小时13分,1191,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,18:39,18:42,3分钟,1,7小时33分,1234,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,19:01,终点站,0分钟,1,7小时55分,1283,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,始发站,12:11,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,12:29,12:31,2分钟,1,18分,49,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%D5%DF%BA%DA,普者黑站,13:15,13:19,4分钟,1,1小时4分,203,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%D6%E9%C1%D5,珠琳站,13:35,13:37,2分钟,1,1小时24分,250,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%C4%CF%CF%D8,广南县站,13:54,13:56,2分钟,1,1小时43分,295,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,14:18,14:20,2分钟,1,2小时7分,366,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,14:58,15:02,4分钟,1,2小时47分,486,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,15:38,15:42,4分钟,1,3小时27分,601,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C2%A1%B0%B2%B6%AB,隆安东站,15:52,15:54,2分钟,1,3小时41分,626,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,16:26,16:30,4分钟,1,4小时15分,709,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,16:41,16:47,6分钟,1,4小时30分,720,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%C4%CF%C4%CF,平南南站,17:53,17:55,2分钟,1,5小时42分,953,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%CC%D9%CF%D8,藤县站,18:14,18:16,2分钟,1,6小时3分,1012,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,18:28,18:31,3分钟,1,6小时17分,1037,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,19:20,19:22,2分钟,1,7小时9分,1207,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C8%FD%CB%AE%C4%CF,三水南站,19:35,19:37,2分钟,1,7小时24分,1232,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,19:49,19:57,8分钟,1,7小时38分,1250,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,20:17,终点站,0分钟,1,8小时6分,1283,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C0%ED,大理站,始发站,10:18,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CF%E9%D4%C6,祥云站,10:39,10:41,2分钟,1,21分,37,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BB%AA,南华站,11:09,11:12,3分钟,1,51分,116,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%B3%FE%D0%DB,楚雄站,11:27,11:29,2分钟,1,1小时9分,148,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%CD%A8%B1%B1,广通北站,11:43,11:45,2分钟,1,1小时25分,175,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C2%BB%B7%E1%C4%CF,禄丰南站,12:01,12:03,2分钟,1,1小时43分,229,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7,昆明站,12:39,12:43,4分钟,1,2小时21分,328,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,13:01,13:09,8分钟,1,2小时43分,356,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,13:27,13:29,2分钟,1,3小时9分,405,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%D5%DF%BA%DA,普者黑站,14:13,14:17,4分钟,1,3小时55分,559,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,15:02,15:04,2分钟,1,4小时44分,722,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,15:42,15:47,5分钟,1,5小时24分,842,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EF%D1%F4,田阳站,16:01,16:05,4分钟,1,5小时43分,873,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,16:31,16:35,4分钟,1,6小时13分,957,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%C2%A1%B0%B2%B6%AB,隆安东站,16:45,16:52,7分钟,1,6小时27分,982,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,17:24,17:28,4分钟,1,7小时6分,1065,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,17:39,17:44,5分钟,1,7小时21分,1076,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F3%B8%DB,贵港站,18:25,18:27,2分钟,1,8小时7分,1216,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%C4%CF%C4%CF,平南南站,18:56,18:58,2分钟,1,8小时38分,1309,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%CC%D9%CF%D8,藤县站,19:17,19:19,2分钟,1,8小时59分,1368,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,19:31,19:34,3分钟,1,9小时13分,1393,/,//,"
/
"
22,http://shike.gaotie.cn/zhan.asp?zhan=%D4%C6%B8%A1%B6%AB,云浮东站,20:09,20:11,2分钟,1,9小时51分,1501,/,//,"
/
"
23,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,20:31,20:33,2分钟,1,10小时13分,1563,/,//,"
/
"
24,http://shike.gaotie.cn/zhan.asp?zhan=%C8%FD%CB%AE%C4%CF,三水南站,20:46,20:53,7分钟,1,10小时28分,1588,/,//,"
/
"
25,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,21:05,21:07,2分钟,1,10小时47分,1606,/,//,"
/
"
26,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,21:27,终点站,0分钟,1,11小时9分,1639,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%D6%E9%BA%A3,珠海站,始发站,10:24,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%D6%D0%C9%BD,中山站,10:49,10:51,2分钟,1,25分,46,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,11:21,11:26,5分钟,1,57分,116,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,11:45,11:47,2分钟,1,1小时21分,149,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,12:08,12:10,2分钟,1,1小时44分,192,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%D4%C6%B8%A1%B6%AB,云浮东站,12:31,12:40,9分钟,1,2小时7分,254,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,13:12,13:15,3分钟,1,2小时48分,362,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%CC%D9%CF%D8,藤县站,13:27,13:29,2分钟,1,3小时3分,387,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F0%C6%BD,桂平站,13:57,14:03,6分钟,1,3小时33分,481,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,15:01,15:05,4分钟,1,4小时37分,679,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,15:16,15:20,4分钟,1,4小时52分,690,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C2%A1%B0%B2%B6%AB,隆安东站,15:51,15:53,2分钟,1,5小时27分,773,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,16:03,16:07,4分钟,1,5小时39分,798,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EF%D1%F4,田阳站,16:33,16:35,2分钟,1,6小时9分,882,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,16:51,16:55,4分钟,1,6小时27分,913,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,17:32,17:34,2分钟,1,7小时8分,1033,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%C4%CF%CF%D8,广南县站,17:58,18:01,3分钟,1,7小时34分,1104,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%D5%DF%BA%DA,普者黑站,18:29,18:33,4分钟,1,8小时5分,1196,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,19:18,19:21,3分钟,1,8小时54分,1350,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,19:40,终点站,0分钟,1,9小时16分,1399,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%D6%E9%BA%A3,珠海站,始发站,10:24,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%D6%D0%C9%BD,中山站,10:49,10:51,2分钟,1,25分,46,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%D6%DD%C4%CF,广州南站,11:21,11:26,5分钟,1,57分,116,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F0%C9%BD%CE%F7,佛山西站,11:45,11:47,2分钟,1,1小时21分,149,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%C7%EC%B6%AB,肇庆东站,12:08,12:10,2分钟,1,1小时44分,192,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%D4%C6%B8%A1%B6%AB,云浮东站,12:31,12:40,9分钟,1,2小时7分,254,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%CE%E0%D6%DD%C4%CF,梧州南站,13:12,13:15,3分钟,1,2小时48分,362,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%CC%D9%CF%D8,藤县站,13:27,13:29,2分钟,1,3小时3分,387,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%B9%F0%C6%BD,桂平站,13:57,14:03,6分钟,1,3小时33分,481,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE%B6%AB,南宁东站,15:01,15:05,4分钟,1,4小时37分,679,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%C4%FE,南宁站,15:16,15:20,4分钟,1,4小时52分,690,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C2%A1%B0%B2%B6%AB,隆安东站,15:51,15:53,2分钟,1,5小时27分,773,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%B9%FB,平果站,16:03,16:07,4分钟,1,5小时39分,798,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%CC%EF%D1%F4,田阳站,16:33,16:35,2分钟,1,6小时9分,882,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B0%D9%C9%AB,百色站,16:51,16:55,4分钟,1,6小时27分,913,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%B8%BB%C4%FE,富宁站,17:32,17:34,2分钟,1,7小时8分,1033,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%C4%CF%CF%D8,广南县站,17:58,18:01,3分钟,1,7小时34分,1104,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%D5%DF%BA%DA,普者黑站,18:29,18:33,4分钟,1,8小时5分,1196,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%CA%AF%C1%D6%CE%F7,石林西站,19:18,19:21,3分钟,1,8小时54分,1350,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%C0%A5%C3%F7%C4%CF,昆明南站,19:40,终点站,0分钟,1,9小时16分,1399,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C0%ED,大理站,始发站,10:18,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CF%E9%D4%C6,祥云站,10:39,10:41,2分钟,1,21分,37,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BB%AA,南华站,11:09,11:12,3分钟,1,51分,116,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%B3%FE%D0%DB,楚雄站,11:27,11:29,2分钟,1,1小时9分,148,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%E3%CD%A8%B1%B1,广通北站,11:43,11:45,2分钟,1,1小时25分,175,/,//,"
/
"
